CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,CrimeHead,CrimeSubHead,PoliceStation,PoliceStationType,District,Court,EmployeeID,Officer,OfficerRank,OfficerDesignation,Status,CaseCategory,Gravity,AccusedCount,AccusedNames,VictimCount,VictimNames,Complainant,ArrestCount,ChargesheetCount,LatestChargesheetDate,ChargesheetStatus,Acts,Sections,InfoReceivedPSDate,IncidentFromDate,IncidentToDate,Latitude,Longitude,BriefFacts
975,1.0001e+17,202600024,2026-04-14,Crimes Against Women,Dowry Harassment,K.G. Halli Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,416,Samesh,Police Constable,Investigating Officer (IO),Disposed by Court,FIR,Non-Heinous,1,Shaurya Talwar,1,Yutika Sagar,Anusha Sant,1,1,2026-05-21,Filed,BNS; DP Act; POCSO,3; Demanding Dowry; 79,2026-04-13 23:00:00,2026-04-13 15:00:00,2026-04-13 16:00:00,12.960478,77.592187,Voluptate dolorum ut corporis expedita autem neque voluptates sit incidunt vero voluptatum esse doloremque culpa eum nam repellat eum laboriosam culpa corrupti.
976,1.0001e+17,202600028,2026-01-02,Crimes Against Women,Stalking,Kalasipalya Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,345,Kevin,Police Constable,Station House Officer (SHO),Closed - False Case,FIR,Heinous,3,Elijah Hari; Benjamin Lata; Thomas Subramaniam,1,Ayaan Tiwari,Abhimanyu Bali,0,1,2026-03-02,Filed,BNS,Word/Gesture Insulting Modesty of Woman,2026-01-02 02:00:00,2026-01-01 23:00:00,2026-01-02 00:00:00,13.098585,77.724668,Quo magnam cupiditate magni reiciendis suscipit autem fuga aliquid vero accusantium reprehenderit occaecati voluptas asperiores nobis dolorem odit.
977,1.0001e+17,202600020,2026-02-08,Crimes Against Body,Attempt to Murder,Hennur Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,449,Viraj,Police Constable,Investigating Officer (IO),Pending Trial,FIR,Non-Heinous,1,Harsh Kannan,1,Kalpit Patil,Orinder Goswami,1,0,,Pending,BNS,Murder,2026-02-08 00:00:00,2026-02-07 15:00:00,2026-02-07 15:00:00,12.9584,77.618766,Hic praesentium in praesentium rem architecto modi repudiandae voluptas earum alias facere laborum ducimus at quas aliquam laborum aut voluptates nobis nostrum hic.
978,1.0001e+17,202600022,2026-06-13,Crimes Against Women,Stalking,Upparpete Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,338,Isaiah,Deputy Superintendent of Police (DySP),Cyber Cell Officer,Closed - False Case,FIR,Heinous,0,,1,Harshil Narain,Pahal Dara; Wriddhish Sachar,0,1,2026-09-11,Filed,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-06-13 05:00:00,2026-06-12 15:00:00,2026-06-12 21:00:00,12.89669,77.601883,Sit ex illum totam repudiandae eius dolor beatae corporis autem sint nobis maiores modi exercitationem aliquam earum at laboriosam provident sunt porro nihil.
979,1.0001e+17,202600015,2026-03-23,Economic Offences,Counterfeiting,Bommanahalli Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,379,Sai,Head Constable,Women's Cell Officer,Under Investigation,FIR,Non-Heinous,0,,1,Deepa Vora,Gaurang Dora,0,0,,Pending,BNS,Cheating; Mischief,2026-03-23 04:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,12.908533,77.664372,Ratione quam impedit ea ipsam corrupti eveniet minus iure ex voluptatibus.
980,1.0001e+17,202600017,2026-04-13,Crimes Against Women,Stalking,Madivala Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,273,Finn,Police Sub-Inspector (PSI),Circle Inspector,Under Investigation,FIR,Heinous,1,Luke Cherian,1,Jatin Dixit,Lucky Kapur,1,0,,Pending,BNS; POCSO,Assault on Woman; Penetrative Sexual Assault,2026-04-11 08:00:00,2026-04-11 00:00:00,2026-04-11 04:00:00,12.940099,77.732577,Alias voluptatem aut sunt quisquam omnis sapiente non architecto in.
981,1.0001e+17,202600012,2026-02-27,Crimes Against Property,Burglary/House-breaking,Neelasandra Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,411,Pooja,Police Constable,Crime Branch Officer,Pending Trial,FIR,Non-Heinous,2,Fitan Peri; Guneet Gulati,2,Kavya Apte; Tanmayi Mody,Zansi Oommen,2,0,,Pending,BNS,Dacoity,2026-02-25 10:00:00,2026-02-25 09:00:00,2026-02-25 10:00:00,12.946616,77.500151,Sunt accusantium impedit nulla quibusdam rerum similique expedita rem debitis autem fugit tempora veritatis placeat.
982,1.0001e+17,202600020,2026-06-17,Crimes Against Women,Rape,Byatarayanapura Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,174,Jhalak,Head Constable,Crime Branch Officer,Pending Trial,FIR,Heinous,1,Qabil Seshadri,1,Falak Toor,Balhaar Mane,0,0,,Pending,BNS; DP Act,Assault on Woman; Giving/Taking Dowry,2026-06-14 18:00:00,2026-06-14 15:00:00,2026-06-14 16:00:00,12.923051,77.457868,Impedit laborum tempore quaerat fuga eius ratione dolore excepturi molestias non ut dolorum amet odio nemo ad laudantium.
983,4.0001e+17,202600016,2026-01-17,Crimes Against Body,Murder,Byappanahalli Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,2,Laksh,Asst Sub-Inspector (ASI),Station House Officer (SHO),Charge Sheeted,PAR,Non-Heinous,1,Fiyaz Baria,1,Janya Parikh,Jeet Dhillon; Karan Modi,0,1,2026-02-05,Filed,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-01-16 17:00:00,2026-01-16 15:00:00,2026-01-16 16:00:00,12.948939,77.612655,Earum qui totam ab aliquid laudantium sapiente animi atque ex laboriosam exercitationem non ut possimus culpa.
984,1.0001e+17,202600022,2026-06-26,Traffic & Motor Vehicle Offences,Hit and Run,Yeshwanthpur Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,199,Aadi,Sub-Inspector (SI),Crime Branch Officer,Pending Trial,FIR,Non-Heinous,4,Owen Ben; Jackson Bahri; Simon Sathe; Henry Bhatia,0,,Abdul Solanki,2,0,,Pending,MV Act,Dangerous Driving,2026-06-26 07:00:00,2026-06-25 22:00:00,2026-06-25 22:00:00,13.035971,77.63952,Accusamus soluta officiis error animi quisquam quibusdam repudiandae commodi culpa veritatis iusto pariatur quas veniam.
985,1.0001e+17,202600016,2026-01-22,Narcotics & NDPS,Illicit Liquor,Bommanahalli Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,384,Aadi,Police Constable,Traffic Officer,Undetected,FIR,Non-Heinous,1,Dominic D’Alia,0,,Upasna Uppal,0,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-01-21 22:00:00,2026-01-21 17:00:00,2026-01-21 20:00:00,12.962239,77.583735,Distinctio totam accusamus perspiciatis eius non deleniti iusto inventore voluptates repellendus voluptatem dolor aspernatur illo suscipit.
986,1.0001e+17,202600021,2026-01-08,Crimes Against Body,Attempt to Murder,Girinagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,243,Patrick,Sub-Inspector (SI),Crime Branch Officer,Charge Sheeted,FIR,Non-Heinous,3,Tanish Narayanan; Falan Rajagopalan; Advay Morar,1,Yochana Chacko,Onveer Rana,3,1,2026-03-19,Filed,BNS,Attempt to Murder; Murder,2026-01-07 23:00:00,2026-01-07 07:00:00,2026-01-07 11:00:00,13.022487,77.492904,Distinctio nisi veniam accusamus assumenda ullam libero aperiam modi cum placeat explicabo ullam.
987,1.0001e+17,202600010,2026-02-21,Crimes Against Body,Kidnapping,Rajajinagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,129,Balhaar,Police Sub-Inspector (PSI),Women's Cell Officer,Closed - False Case,FIR,Heinous,0,,1,Quincy Ray,Anay Lad,0,1,2026-05-02,Filed,BNS,Attempt to Murder; Grievous Hurt,2026-02-19 11:00:00,2026-02-18 22:00:00,2026-02-19 03:00:00,13.045939,77.625425,Culpa numquam occaecati corrupti esse fugiat aliquam ipsum nihil aspernatur nisi voluptatem fuga commodi soluta nobis repellendus.
988,4.0001e+17,202600023,2026-05-05,Cyber Crime,Cyberstalking,Yeshwanthpur Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,197,Gagan,Police Constable,Traffic Officer,Under Investigation,PAR,Non-Heinous,0,,2,Laksh Dora; Matthew Purohit,Nandini Seshadri,0,0,,Pending,IT Act,Computer Related Offences; Identity Theft,2026-05-02 16:00:00,2026-05-02 11:00:00,2026-05-02 13:00:00,13.07249,77.73388,Earum omnis dignissimos beatae aut similique assumenda tempore totam sit adipisci consequatur iusto qui at amet accusantium beatae.
989,1.0001e+17,202600013,2026-06-19,Narcotics & NDPS,Illicit Liquor,Neelasandra Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,408,Manthan,Police Constable,Women's Cell Officer,Disposed by Court,FIR,Heinous,1,Oliver Sandal,1,Hritik Din,Aarav Bobal,0,1,2026-07-16,Filed,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-06-16 06:00:00,2026-06-16 03:00:00,2026-06-16 05:00:00,12.931194,77.574685,Explicabo facere nam consectetur debitis porro architecto iste deleniti ab ullam porro omnis illum.
990,1.0001e+17,202600018,2026-04-11,Traffic & Motor Vehicle Offences,Vehicle Theft,BTM Layout Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,266,Aishani,Police Constable,Beat Constable,Under Investigation,FIR,Non-Heinous,1,Sai Ramachandran,1,Gaurang Zachariah,Saanvi Bawa,0,0,,Pending,MV Act,Duty in Accident Cases,2026-04-10 12:00:00,2026-04-10 01:00:00,2026-04-10 07:00:00,13.078862,77.65411,Quaerat eveniet praesentium non harum molestiae nemo cum aliquid facere vero aperiam reiciendis aut voluptates nulla neque dicta repudiandae deleniti aliquam quis aliquam dolor natus.
991,1.0001e+17,202600017,2026-03-03,Crimes Against Body,Grievous Hurt,Basavanagudi Women PS,Women Police Station,Bangalore Urban,Court of ACMM Bengaluru,453,Simon,Head Constable,Cyber Cell Officer,Under Investigation,FIR,Non-Heinous,3,Ranveer Gole; Vedant Golla; Deepa Dutta,3,Saumya Kaur; Zashil Ganesh; Mitesh Roy,Eesha Anne,0,0,,Pending,BNS,Grievous Hurt,2026-02-28 20:00:00,2026-02-28 08:00:00,2026-02-28 11:00:00,12.878091,77.501567,Molestias voluptas voluptate optio quam reprehenderit fugit corporis iure ducimus nostrum ea error.
992,1.0001e+17,202600015,2026-05-27,Crimes Against Property,Burglary/House-breaking,Jnanabharathi Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,142,Faras,Deputy Superintendent of Police (DySP),Crime Branch Officer,Under Investigation,FIR,Non-Heinous,1,Joshua Prabhakar,2,Gabriel Om; Falan Khanna,Edhitha Bahl; Quincy Brahmbhatt,1,0,,Pending,BNS,Burglary; Robbery; Theft,2026-05-26 14:00:00,2026-05-26 05:00:00,2026-05-26 11:00:00,12.977841,77.707685,Deserunt excepturi repudiandae ea iure quae beatae excepturi eaque delectus nulla occaecati ut vitae eos architecto officia exercitationem amet porro fuga.
993,1.0001e+17,202600021,2026-02-18,Economic Offences,Counterfeiting,Indiranagar Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,36,Amol,Head Constable,Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,1,Pratyush Dara,0,,Max Oak,1,0,,Pending,BNS,Cheating; Mischief,2026-02-16 03:00:00,2026-02-15 16:00:00,2026-02-15 22:00:00,12.917762,77.522048,Perferendis ut molestiae rerum voluptates eveniet iure repellendus molestiae tempora in quisquam ipsa vitae deserunt cum quod.
994,1.0001e+17,202600013,2026-01-14,Crimes Against Public Order,Public Nuisance,Electronic City Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,91,Warjas,Police Sub-Inspector (PSI),Beat Constable,Disposed by Court,FIR,Non-Heinous,1,Veer Lad,0,,Raagini Vora,0,1,2026-03-08,Filed,BNS,Criminal Intimidation,2026-01-13 18:00:00,2026-01-13 01:00:00,2026-01-13 06:00:00,13.034035,77.458978,Expedita voluptas reiciendis cumque labore fugit minus optio enim quas eos possimus dolorum consequatur voluptatibus fugiat autem.
995,1.0001e+17,202600017,2026-01-23,Crimes Against Women,Domestic Violence,Jeevan Bima Nagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,51,Reyansh,Police Constable,Beat Constable,Undetected,FIR,Non-Heinous,1,Eesha Pillai,1,Aadi Korpal,Ishita Balan,0,0,,Pending,BNS,Assault on Woman,2026-01-20 09:00:00,2026-01-20 00:00:00,2026-01-20 06:00:00,12.9143,77.68968,Repudiandae laborum molestias labore vitae ex distinctio non odit optio voluptates deserunt debitis.
996,1.0001e+17,202600014,2026-05-07,Economic Offences,Counterfeiting,Neelasandra Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,407,Aadhya,Police Constable,Reserve Sub-Inspector,Closed - False Case,FIR,Non-Heinous,3,Raghav Oommen; Samuel Prasad; Mitesh Vala,2,Adweta Lad; Triveni Mital,Urvi Prasad,1,1,2026-07-12,Filed,BNS,Cheating; Mischief,2026-05-05 08:00:00,2026-05-05 00:00:00,2026-05-05 02:00:00,13.088645,77.670419,Maxime enim earum consectetur molestias rem ea alias repellendus soluta placeat delectus placeat id eos dicta beatae alias.
997,1.0001e+17,202600011,2026-01-31,Narcotics & NDPS,Illicit Liquor,Rajajinagar Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,127,Siya,Head Constable,Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,3,Banjeet Wagle; Banjeet Dash; Suhani Padmanabhan,0,,Chaitanya Taneja,1,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs,2026-01-30 17:00:00,2026-01-30 06:00:00,2026-01-30 07:00:00,13.085514,77.581734,Hic doloribus temporibus eum distinctio aut dolores recusandae dolorum natus doloribus perferendis.
998,1.0001e+17,202600023,2026-03-08,Cyber Crime,Identity Theft,Upparpete Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,331,William,Police Sub-Inspector (PSI),Circle Inspector,Charge Sheeted,FIR,Non-Heinous,2,Jacob Doshi; George Das,1,Aarnav Sant,Aarnav Jani,1,1,2026-05-09,Filed,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2026-03-06 21:00:00,2026-03-06 13:00:00,2026-03-06 16:00:00,13.033666,77.607444,Iste non impedit libero alias quibusdam odio cumque soluta repudiandae exercitationem quisquam atque expedita placeat dolore officia error itaque deserunt explicabo vero nemo qui.
999,1.0001e+17,202600022,2026-05-08,Crimes Against Women,Molestation,Koramangala Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,271,Fiyaz,Police Constable,Reserve Sub-Inspector,Under Investigation,FIR,Heinous,1,Pranit Dada,1,Warhi Chada,Vrinda Shah,0,0,,Pending,DP Act; POCSO,Giving/Taking Dowry; Penetrative Sexual Assault,2026-05-07 17:00:00,2026-05-07 03:00:00,2026-05-07 06:00:00,13.063562,77.521468,Neque quas odio sed ducimus dolorum nam adipisci reprehenderit doloribus quod deserunt.
1000,3.0001e+17,202600024,2026-05-03,Crimes Against Public Order,Public Nuisance,Frazer Town Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,427,Rushil,Police Constable,Women's Cell Officer,Charge Sheeted,UDR,Non-Heinous,1,Bakhshi Gaba,0,,Indrajit Lad,1,1,2026-05-19,Filed,BNS,Criminal Intimidation,2026-05-02 20:00:00,2026-05-02 06:00:00,2026-05-02 10:00:00,13.066419,77.702831,Mollitia earum possimus doloremque accusantium vel aperiam iste repellat quis maiores voluptas.
1001,1.0001e+17,202600017,2026-06-08,Crimes Against Body,Grievous Hurt,Vidhana Soudha Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,212,Gunbir,Inspector of Police,Women's Cell Officer,Under Investigation,FIR,Non-Heinous,1,Yatin Subramanian,1,Balvan Varughese,Samarth Taneja,1,0,,Pending,BNS,Grievous Hurt; Murder,2026-06-08 05:00:00,2026-06-08 00:00:00,2026-06-08 01:00:00,12.918783,77.482483,Itaque eius fuga nulla unde sed repellat dicta veritatis quisquam et beatae veniam non qui molestiae earum rerum sequi quisquam repudiandae perferendis.
1002,4.0001e+17,202600017,2026-02-02,Traffic & Motor Vehicle Offences,Rash Driving,Adugodi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,388,Atharv,Asst Sub-Inspector (ASI),Beat Constable,Under Investigation,PAR,Non-Heinous,2,Nihal Anand; Zaid Sahota,1,Jasmit Agrawal,Damini Nagi,0,0,,Pending,MV Act,Dangerous Driving,2026-01-31 06:00:00,2026-01-31 06:00:00,2026-01-31 06:00:00,12.943778,77.590128,Cum officia nisi vel mollitia omnis quo iure rem sunt praesentium ducimus illo cum dolorem.
1003,1.0001e+17,202600018,2026-03-06,Cyber Crime,Hacking,Jayanagar Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,255,Leena,Police Constable,Beat Constable,Charge Sheeted,FIR,Non-Heinous,1,Samar Kari,1,Laban Kuruvilla,Megha Kant,1,1,2026-04-12,Filed,IT Act,Cheating by Personation; Computer Related Offences,2026-03-05 14:00:00,2026-03-05 04:00:00,2026-03-05 06:00:00,13.06016,77.607052,Nisi soluta quam occaecati necessitatibus similique ullam laboriosam nemo ipsum et repellendus maiores ut neque asperiores quod veritatis sit ab mollitia sapiente rerum aspernatur.
1004,4.0001e+17,202600020,2026-05-15,Traffic & Motor Vehicle Offences,Rash Driving,Banashankari Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,229,Yoshita,Police Constable,Beat Constable,Under Investigation,PAR,Non-Heinous,0,,1,Leela Wali,Brinda Mukherjee,0,0,,Pending,MV Act,Driving without Insurance,2026-05-13 22:00:00,2026-05-13 19:00:00,2026-05-13 21:00:00,13.058669,77.60265,Consequuntur delectus alias repellendus blanditiis doloremque illum aperiam odio dicta sunt nulla earum vitae eligendi tenetur ea commodi nemo.
1005,1.0001e+17,202600019,2026-02-21,Crimes Against Property,Robbery,Ashok Nagar Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,348,Samarth,Asst Sub-Inspector (ASI),Beat Constable,Closed - False Case,FIR,Non-Heinous,1,Jonathan Sarkar,0,,Samaksh Borde,1,1,2026-03-14,Filed,BNS,Dacoity; Robbery; Theft,2026-02-20 23:00:00,2026-02-20 11:00:00,2026-02-20 12:00:00,13.021702,77.735766,Blanditiis illo debitis non alias modi accusamus veniam similique odit eaque deleniti odit eos tempora eaque fugiat facilis quia libero aliquid.
1006,1.0001e+17,202600020,2026-03-18,Crimes Against Property,Criminal Trespass,Cottonpete Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,327,Abeer,Asst Sub-Inspector (ASI),Traffic Officer,Closed - False Case,FIR,Non-Heinous,1,Arin Balakrishnan,1,Zarna Sodhi,Vasana Pandey,0,1,2026-05-05,Filed,BNS,Burglary,2026-03-17 08:00:00,2026-03-17 02:00:00,2026-03-17 02:00:00,13.03721,77.709678,Placeat voluptates vel alias assumenda accusantium nobis doloremque soluta repellat omnis iusto delectus sed fuga ducimus odit quod unde repellendus temporibus suscipit perspiciatis adipisci similique.
1007,1.0001e+17,202600021,2026-04-11,Crimes Against Women,Rape,Byatarayanapura Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,175,Gopal,Police Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Udant Hayer,1,Sara Nigam,Anthony Sunder,0,1,2026-07-08,Filed,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-04-10 17:00:00,2026-04-10 08:00:00,2026-04-10 09:00:00,12.985325,77.471753,Occaecati voluptas delectus quisquam expedita occaecati excepturi aperiam sunt possimus odio harum consequatur dicta quaerat.
1008,1.0001e+17,202600020,2026-03-15,Narcotics & NDPS,Possession of Narcotics,Cubbon Park Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,292,Krish,Asst Sub-Inspector (ASI),Investigating Officer (IO),Undetected,FIR,Heinous,4,Manan Banerjee; Ekanta Dhar; Tejas Venkataraman; Ganga Venkataraman,1,Raksha Chaudhary,Manan Barman,2,0,,Pending,NDPS Act,Possession of Manufactured Drugs,2026-03-13 08:00:00,2026-03-12 18:00:00,2026-03-12 21:00:00,12.966677,77.71511,At consequatur odio consequatur magnam suscipit neque dicta voluptas voluptas quas reiciendis assumenda officia cumque totam facere.
1009,1.0001e+17,202600026,2026-02-12,Cyber Crime,Hacking,Sanjaynagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,166,Advik,Head Constable,Reserve Sub-Inspector,Charge Sheeted,FIR,Non-Heinous,4,Lajita Mahal; Theodore Grover; Balveer Karan; Caleb Grover,2,Anthony Sodhi; Saksham Varghese,Upadhriti Chacko,3,1,2026-04-04,Filed,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2026-02-11 01:00:00,2026-02-10 13:00:00,2026-02-10 14:00:00,12.897068,77.483263,Culpa quia quod fugiat veniam nesciunt amet alias rerum quidem neque accusantium.
1010,1.0001e+17,202600015,2026-02-06,Narcotics & NDPS,Possession of Narcotics,Malleshwaram Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,204,Frado,Police Constable,Traffic Officer,Under Investigation,FIR,Non-Heinous,1,Krish Bajaj,1,Madhav Mohanty,Oeshi Nadkarni,1,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs,2026-02-03 11:00:00,2026-02-03 01:00:00,2026-02-03 06:00:00,13.074592,77.461979,Ut cupiditate est amet fuga inventore sapiente aliquid tempora eveniet ratione illo repellendus harum totam assumenda magnam temporibus molestias.
1011,1.0001e+17,202600023,2026-01-21,Narcotics & NDPS,Possession of Narcotics,Koramangala Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,269,Ikbal,Police Constable,Reserve Sub-Inspector,Under Investigation,FIR,Heinous,1,Tanish Narasimhan,0,,Manthan Patla,1,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-01-18 10:00:00,2026-01-18 06:00:00,2026-01-18 08:00:00,12.863258,77.459031,Tempora nesciunt nihil earum neque rem expedita facilis ad aperiam voluptatem facilis ad ab illum quae consequuntur sint.
1012,1.0001e+17,202600019,2026-05-14,Crimes Against Women,Dowry Harassment,Halasuru Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,44,Tanish,Head Constable,Investigating Officer (IO),Undetected,FIR,Heinous,1,Lohit Desai,1,Lopa Sen,Waida Swamy,1,0,,Pending,BNS; DP Act,3; 79,2026-05-12 02:00:00,2026-05-11 11:00:00,2026-05-11 15:00:00,12.861932,77.560492,Ab impedit fugiat porro laudantium ex porro vitae perspiciatis eum ipsam.
1013,1.0001e+17,202600022,2026-02-17,Crimes Against Women,Domestic Violence,Byatarayanapura Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,178,Ryan,Asst Sub-Inspector (ASI),Crime Branch Officer,Under Investigation,FIR,Non-Heinous,1,Niharika Chahal,2,Devansh Thakur; Naveen Hora,Ishaan Chhabra,0,0,,Pending,DP Act,Giving/Taking Dowry,2026-02-15 13:00:00,2026-02-15 03:00:00,2026-02-15 07:00:00,12.877393,77.64674,Fugit dolores cumque nemo quibusdam unde vel occaecati tempore esse similique beatae vero assumenda voluptatum repudiandae tempora veritatis perferendis ratione molestiae quisquam.
1014,1.0001e+17,202600018,2026-06-24,Crimes Against Women,Molestation,Vyalikaval Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,363,Urvashi,Head Constable,Women's Cell Officer,Pending Trial,FIR,Non-Heinous,1,Nakul Lad,1,Falan Savant,Yashasvi Jani,0,0,,Pending,BNS,Assault on Woman; Word/Gesture Insulting Modesty of Woman,2026-06-23 20:00:00,2026-06-23 15:00:00,2026-06-23 20:00:00,12.908803,77.590186,Quae assumenda delectus quis tenetur ipsam perferendis corrupti eveniet qui nesciunt velit neque.
1015,1.0001e+17,202600017,2026-03-24,Economic Offences,Cheating,Bommanahalli Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,381,Nisha,Head Constable,Women's Cell Officer,Charge Sheeted,FIR,Non-Heinous,2,Vihaan Sodhi; Max Sodhi,1,Rushil Rau,Maanas Mannan,0,1,2026-05-18,Filed,BNS,Cheating,2026-03-22 21:00:00,2026-03-22 12:00:00,2026-03-22 15:00:00,13.021615,77.645114,Eligendi placeat iusto modi cumque accusantium laboriosam fuga quae vel sapiente beatae asperiores molestias qui perspiciatis voluptates inventore dolore rerum.
1016,1.0001e+17,202600027,2026-02-26,Crimes Against Women,Stalking,Sanjaynagar Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,171,Anirudh,Police Constable,Circle Inspector,Undetected,FIR,Non-Heinous,1,Aarav Bhakta,0,,Kamala Gole; Wridesh Mittal,1,0,,Pending,BNS; DP Act; POCSO,3; Demanding Dowry; 79,2026-02-26 03:00:00,2026-02-25 12:00:00,2026-02-25 18:00:00,12.93222,77.585672,Sint optio optio ad delectus unde deleniti ipsum sunt voluptatum ad reiciendis atque tempora veritatis exercitationem modi.
1017,1.0001e+17,202600018,2026-01-12,Economic Offences,Counterfeiting,R.R. Nagar Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,283,Bakhshi,Police Sub-Inspector (PSI),Women's Cell Officer,Charge Sheeted,FIR,Non-Heinous,4,Darpan Murthy; Vedant Korpal; Darsh Lad; Hemang Dada,1,Charles Desai,Omya Gala,1,1,2026-03-05,Filed,BNS,Cheating; Mischief,2026-01-09 13:00:00,2026-01-09 07:00:00,2026-01-09 09:00:00,13.02278,77.628458,Harum quisquam quas assumenda delectus facere enim sequi possimus ut sunt beatae.
1018,1.0001e+17,202600017,2026-06-06,Traffic & Motor Vehicle Offences,Rash Driving,Kempapura Agrahara Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,156,Qasim,Deputy Superintendent of Police (DySP),Reserve Sub-Inspector,Pending Trial,FIR,Non-Heinous,4,Jackson Yogi; Yuvraj Lalla; Oni Parekh; Nakul Kar,1,Hamsini Bahl,Shivani Sidhu,4,0,,Pending,MV Act,Dangerous Driving; Duty in Accident Cases,2026-06-04 06:00:00,2026-06-03 15:00:00,2026-06-03 20:00:00,12.864327,77.707061,Praesentium ipsam pariatur animi illo provident ut laboriosam expedita explicabo.
1019,1.0001e+17,202600021,2026-03-26,Crimes Against Public Order,Unlawful Assembly,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,479,Omkaar,Police Constable,Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Theodore Sachdev,0,,Qabil Mital,1,1,2026-05-17,Filed,BNS,Criminal Intimidation,2026-03-23 16:00:00,2026-03-23 02:00:00,2026-03-23 08:00:00,12.869162,77.51836,Repellendus asperiores magnam harum blanditiis facilis ad ab ipsam consectetur delectus quasi fugit.
